Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       1/46          quBaseState::newsubstring(int, int) <cycle 5> [115]
                0.00    0.00       1/35          quState::mapmask() const [74]
                0.00    0.00       1/66          operator~(bitvec const&) [58]
                0.00    0.00       2/5898014     bitvec::~bitvec() [24]
                0.00    0.00      15/15          bitvec::operator[](int) const [312]
                0.00    0.00       1/524290      bitvec::operator&=(bitvec const&) [131]
                0.00    0.00       1/1           tValue::tValue(quState*, BaseType) [512]
-----------------------------------------------
                0.00    0.00       2/32          sVarDef::define(SymTable*, SymTable*, QuHeap*) [82]
                0.00    0.00       2/32          sCall::exec(SymTable*, SymTable*, QuHeap*) [4]
                0.00    0.00       3/32          sConstDef::define(SymTable*, SymTable*, QuHeap*) [100]
                0.00    0.00       4/32          sVar::eval(SymTable*, SymTable*, QuHeap*) [102]
                0.00    0.00      21/32          sConst::sConst(tValue const&) [98]
[94]     0.0    0.00    0.00      32         tValue::operator=(tValue const&) [94]
                0.00    0.00      32/322         tValue::assign(tValue const&) [69]
                0.00    0.00      32/702         tValue::delpointer() [145]
-----------------------------------------------
                0.00    0.00      36/36          qcllist(SymTable*, SymTable*, QuHeap*, sObject*, int) [3]
[95]     0.0    0.00    0.00      36         sRoutDef::define(SymTable*, SymTable*, QuHeap*) [95]
                0.00    0.00      36/325         SymTab::put(sDef*, tValue const&) [71]
                0.00    0.00      36/171         sObject::def() const [175]
                0.00    0.00      36/357         tValue::tValue() [161]
                0.00    0.00      36/670         tValue::~tValue() [148]
-----------------------------------------------
                0.00    0.00       1/1           sVarDef::define(SymTable*, SymTable*, QuHeap*) [82]
[96]     0.0    0.00    0.00       1         QuHeap::addReg(quState*) [96]
                0.00    0.00       1/1           tValue::tValue(quState&, BaseType) [97]
                0.00    0.00       1/1           std::vector<tValue, std::allocator<tValue> >::push_back(tValue const&) [112]
                0.00    0.00       1/670         tValue::~tValue() [148]
-----------------------------------------------
                0.00    0.00       1/1           QuHeap::addReg(quState*) [96]
[97]     0.0    0.00    0.00       1         tValue::tValue(quState&, BaseType) [97]
                0.00    0.00       1/46          quState::newclone() <cycle 5> [116]
                0.00    0.00       1/1488        tType::tType(BaseType) [137]
                0.00    0.00       1/455         tType::operator=(BaseType) [154]
-----------------------------------------------
                0.00    0.00       2/21          sFor::typecheck(SymTable*, SymTable*) <cycle 3> [107]
                0.00    0.00      19/21          yylex() [99]
[98]     0.0    0.00    0.00      21         sConst::sConst(tValue const&) [98]
                0.00    0.00      21/32          tValue::operator=(tValue const&) [94]
                0.00    0.00      21/64          tValue::type() const [202]
                0.00    0.00      21/21          sExpr::sExpr(tType const&) [278]
                0.00    0.00      21/357         tValue::tValue() [161]
-----------------------------------------------
                0.00    0.00    2346/2346        yyparse() [57]
[99]     0.0    0.00    0.00    2346         yylex() [99]
                0.00    0.00      19/21          sConst::sConst(tValue const&) [98]
                0.00    0.00       1/1179190     std::complex<double>::complex(double, double) [39]
                0.00    0.00      19/670         tValue::~tValue() [148]
                0.00    0.00      15/15          tValue::tValue(long) [309]
                0.00    0.00      12/12          yy_get_next_buffer() [320]
                0.00    0.00       8/8           yy_get_previous_state() [330]
                0.00    0.00       2/2           tValue::tValue(double) [412]
                0.00    0.00       1/26          yy_load_buffer_state() [264]
                0.00    0.00       1/1           tValue::tValue(std::complex<double> const&) [514]
                0.00    0.00       1/1           tValue::tValue(char const*) [513]
-----------------------------------------------
                0.00    0.00       3/3           qcllist(SymTable*, SymTable*, QuHeap*, sObject*, int) [3]
[100]    0.0    0.00    0.00       3         sConstDef::define(SymTable*, SymTable*, QuHeap*) [100]
                0.00    0.00       3/4           sConst::eval(SymTable*, SymTable*, QuHeap*) [105]
                0.00    0.00       3/32          tValue::operator=(tValue const&) [94]
                0.00    0.00       3/325         SymTab::put(sDef*, tValue const&) [71]
                0.00    0.00       6/670         tValue::~tValue() [148]
                0.00    0.00       3/357         tValue::tValue() [161]
                0.00    0.00       3/7           tValue::isError() const [344]
                0.00    0.00       3/64          tValue::type() const [202]
                0.00    0.00       3/376         sDef::type() const [155]
                0.00    0.00       3/9           tType::operator==(tType const&) const [328]
                0.00    0.00       3/171         sObject::def() const [175]
-----------------------------------------------
                0.00    0.00       1/1           quBaseState::quBaseState(int, int) [90]
[101]    0.0    0.00    0.00       1         quBaseState::reset(bitvec const&) [101]
                0.00    0.00       1/31          quBaseState::opbegin() [72]
                0.00    0.00       1/1048575     quBaseState::opadd(bitvec const&, std::complex<double> const&) [13]
                0.00    0.00       1/2227902     bitvec::bitvec(int, unsigned long) [28]
                0.00    0.00       1/1179190     std::complex<double>::complex(double, double) [39]
                0.00    0.00       1/5898014     bitvec::~bitvec() [24]
                0.00    0.00       1/1572866     bitvec::length() const [42]
                0.00    0.00       1/1           quBaseState::basebits() const [124]
                0.00    0.00       1/31          quBaseState::opend() [254]
-----------------------------------------------
                0.00    0.00       2/2           sCall::exec(SymTable*, SymTable*, QuHeap*) [4]
[102]    0.0    0.00    0.00       2         sVar::eval(SymTable*, SymTable*, QuHeap*) [102]
                0.00    0.00       4/32          tValue::operator=(tValue const&) [94]
                0.00    0.00       4/4           SymTab::getVal(std::string const&, ObjType*) const [108]
                0.00    0.00       4/56          sVar::id() const [204]
                0.00    0.00       4/670         tValue::~tValue() [148]
                0.00    0.00       2/357         tValue::tValue() [161]
                0.00    0.00       2/2           tValue::isExpr() const [430]
                0.00    0.00       2/98          sExpr::type() [181]
                0.00    0.00       2/64          tValue::type() const [202]
                0.00    0.00       2/9           tType::operator==(tType const&) const [328]
-----------------------------------------------
                0.00    0.00       1/7           qcllist(SymTable*, SymTable*, QuHeap*, sObject*, int) [3]
                0.00    0.00       6/7           sDefList::typecheck(SymTable*, SymTable*) [104]
[103]    0.0    0.00    0.00       7         sVarDef::typecheck(SymTable*, SymTable*) [103]
                0.00    0.00       6/325         SymTab::put(sDef*, tValue const&) [71]
                0.00    0.00      29/171         sObject::def() const [175]
                0.00    0.00      23/376         sDef::type() const [155]
                0.00    0.00      16/41          tType::operator==(BaseType) const [247]
                0.00    0.00      11/122         tType::isQuExpr() const [179]
                0.00    0.00       7/21506       sDef::id() const [132]
                0.00    0.00       7/139         SymTab::getDef(std::string const&) const [177]
                0.00    0.00       6/357         tValue::tValue() [161]
                0.00    0.00       6/670         tValue::~tValue() [148]
                0.00    0.00       5/456         sObject::setParent(sObject*) [153]
